date,price
3/18/2026,96.12
3/19/2026,96.11
3/20/2026,98.71
3/23/2026,89.33
3/24/2026,93.18
3/25/2026,91.51
3/26/2026,96.18
3/27/2026,101.26
3/30/2026,104.69
3/31/2026,101.38
4/1/2026,100.12
4/2/2026,111.54
4/3/2026,111.54
